[0725/065037:ERROR:process_info.cc(330)] VirtualQueryEx: Access is denied. (0x5)
[0725/065037:ERROR:process_info.cc(547)] ReadMemoryInfo failed
[0725/065037:ERROR:process_info.cc(608)] range at 0xff4c3000, size 0x230 fully unreadable
[1228/142250.382:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76260000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1228/142250.382:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\kernel32.dll
[1228/142250.382:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75d80000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1228/142250.382:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\msvcrt.dll
[1228/142250.382:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75bb0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1228/142250.382:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\USER32.dll
[1228/142251.554:ERROR:process_reader_win.cc(242)] ReadMemory at 0x77970000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1228/142251.555:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\SYSTEM32\ntdll.dll
[1228/142251.555:ERROR:process_reader_win.cc(242)] ReadMemory at 0x758c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1228/142251.555:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\KERNELBASE.dll
[1228/142251.555:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76260000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1228/142251.555:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\kernel32.dll
[1228/142251.555:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75d80000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1228/142251.555:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\msvcrt.dll
[1228/142251.555:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75bb0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1228/142251.555:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\USER32.dll
[1228/142313.958:ERROR:http_transport_win.cc(267)] WinHttpSendRequest: The operation timed out  (0x2ee2)
[1230/123827.454:ERROR:process_reader_win.cc(242)] ReadMemory at 0x77970000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.681:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\SYSTEM32\ntdll.dll
[1230/123827.681:ERROR:process_reader_win.cc(242)] ReadMemory at 0x758c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.681:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\KERNELBASE.dll
[1230/123827.681:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76260000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.681:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\kernel32.dll
[1230/123827.681:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75d80000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.681:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\msvcrt.dll
[1230/123827.767:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75bb0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.767:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\USER32.dll
[1230/123827.785:ERROR:process_reader_win.cc(242)] ReadMemory at 0x77970000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.785:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\SYSTEM32\ntdll.dll
[1230/123827.785:ERROR:process_reader_win.cc(242)] ReadMemory at 0x758c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.785:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\KERNELBASE.dll
[1230/123827.785:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76260000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.785:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\kernel32.dll
[1230/123827.785:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75d80000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.785:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\msvcrt.dll
[1230/123827.785:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75bb0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.785:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\USER32.dll
[1230/123827.798:ERROR:process_reader_win.cc(242)] ReadMemory at 0x77970000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.798:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\SYSTEM32\ntdll.dll
[1230/123827.798:ERROR:process_reader_win.cc(242)] ReadMemory at 0x758c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.798:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\KERNELBASE.dll
[1230/123827.798:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76260000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.798:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\kernel32.dll
[1230/123827.798:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75d80000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.798:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\msvcrt.dll
[1230/123827.798:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75bb0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.798:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\USER32.dll
[1230/123827.913:ERROR:process_reader_win.cc(242)] ReadMemory at 0x77970000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.913:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\SYSTEM32\ntdll.dll
[1230/123827.913:ERROR:process_reader_win.cc(242)] ReadMemory at 0x758c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.913:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\KERNELBASE.dll
[1230/123827.913:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76260000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.913:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\kernel32.dll
[1230/123827.913:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75d80000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.913:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\msvcrt.dll
[1230/123827.914:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75bb0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.914:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\USER32.dll
[1230/123827.931:ERROR:process_reader_win.cc(242)] ReadMemory at 0x77970000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.931:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\SYSTEM32\ntdll.dll
[1230/123827.931:ERROR:process_reader_win.cc(242)] ReadMemory at 0x758c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.932:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\KERNELBASE.dll
[1230/123827.932:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76260000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.932:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\kernel32.dll
[1230/123827.932:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75d80000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.932:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\msvcrt.dll
[1230/123827.932:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75bb0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123827.932:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\USER32.dll
[1230/123828.464:ERROR:process_reader_win.cc(242)] ReadMemory at 0x77970000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123828.464:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\SYSTEM32\ntdll.dll
[1230/123828.464:ERROR:process_reader_win.cc(242)] ReadMemory at 0x758c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123828.464:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\KERNELBASE.dll
[1230/123828.464:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76260000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123828.464:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\kernel32.dll
[1230/123828.464:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75d80000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123828.465:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\msvcrt.dll
[1230/123828.465:ERROR:process_reader_win.cc(242)] ReadMemory at 0x75bb0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[1230/123828.465:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\USER32.dll
[1230/123850.458:ERROR:http_transport_win.cc(267)] WinHttpSendRequest: The operation timed out  (0x2ee2)
[0117/173520.135:ERROR:process_info.cc(632)] range at 0xe5422abe00000000, size 0x19e fully unreadable
[0117/173520.231:ERROR:process_info.cc(632)] range at 0xe5422ade00000000, size 0x19e fully unreadable
[0117/173520.231:ERROR:process_info.cc(632)] range at 0x0, size 0x19e fully unreadable
[0124/184517.018:ERROR:process_info.cc(632)] range at 0xb5d12abc00000000, size 0x207 fully unreadable
[0124/184517.469:ERROR:process_info.cc(632)] range at 0xb5d12adc00000000, size 0x207 fully unreadable
[0124/184517.469:ERROR:process_info.cc(632)] range at 0x0, size 0x207 fully unreadable
[0208/090403.250:ERROR:process_reader_win.cc(242)] ReadMemory at 0x77000000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0208/090403.310:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\SYSTEM32\ntdll.dll
[0208/090403.310:ERROR:process_reader_win.cc(242)] ReadMemory at 0x750c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0208/090403.310:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\KERNELBASE.dll
[0208/090403.310:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76970000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0208/090403.310:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\kernel32.dll
[0208/090403.310:ERROR:process_reader_win.cc(242)] ReadMemory at 0x758b0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0208/090403.310:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\msvcrt.dll
[0208/090403.310:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76a50000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0208/090403.310:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\USER32.dll
[0208/090403.728:ERROR:process_reader_win.cc(242)] ReadMemory at 0x77000000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0208/090403.728:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\SYSTEM32\ntdll.dll
[0208/090403.728:ERROR:process_reader_win.cc(242)] ReadMemory at 0x750c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0208/090403.728:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\KERNELBASE.dll
[0208/090403.728:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76970000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0208/090403.728:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\kernel32.dll
[0208/090403.729:ERROR:process_reader_win.cc(242)] ReadMemory at 0x758b0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0208/090403.729:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\msvcrt.dll
[0208/090403.729:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76a50000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0208/090403.729:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\USER32.dll
[0208/090403.730:ERROR:process_reader_win.cc(242)] ReadMemory at 0x77000000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0208/090403.730:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\SYSTEM32\ntdll.dll
[0208/090403.730:ERROR:process_reader_win.cc(242)] ReadMemory at 0x750c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0208/090403.730:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\KERNELBASE.dll
[0208/090403.730:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76970000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0208/090403.731:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\kernel32.dll
[0208/090403.731:ERROR:process_reader_win.cc(242)] ReadMemory at 0x758b0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0208/090403.731:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\msvcrt.dll
[0208/090403.731:ERROR:process_reader_win.cc(242)] ReadMemory at 0x76a50000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0208/090403.731:WARNING:pe_image_reader.cc(281)] could not read dos header from C:\Windows\system32\USER32.dll
